Name,Published Year,Genre,Author
Harper's Weekly,1901,United States,John Bonner| George William Curtis| Henry Mills Alden| Samuel Stillman Conant| Montgomery Schuyler| John Foord| Richard Harding Davis| Carl Schurz| Henry Loomis Nelson| John Kendrick Bangs| George Brinton McClellan Harvey| Norman Hapgood
A manual of the mollusca,1875,N/A,S. P. Woodward
Catalogue of the Chinese imperial maritime Customs Collection, at the united States international Exhibition Philadelphia, 1876,1876,N/A,N/A
Theory of Vibrating Lifting Tools of Sugar Beet Harvesters,2022,N/A,Volodymyr Bulgakov| Simone Pascuzzi| Ivan Holovach| Jüri Olt| Valerii Adamchuk| Francesco Santoro
Zero Day,2022,Detective and mystery stories, Indic (English),S. Hussain Zaidi
The Delineator,1905,Dressmaking,N/A
Publishers' circular and booksellers' record,1897,N/A,N/A
Trade Circular and Publishers' Bulletin,1889,American literature,N/A
Encyclopedia of Neuroscience,2008-10-13,Medical,Marc D. Binder| Nobutaka Hirokawa| Uwe Windhorst
Catalogue of Printed Books in the Sanskrit College Library,1919,Library catalogs,Sanskrit College (Calcutta, India) LIBRARY.
A Suggested List of Books for Secondary School and Training College Libraries in Ghana,1973,Academic libraries,Ghana Library Board. School and College Library Department
The 1000 Year Old Boy,2019,Children's stories,Ross Welford
The Little House Book of Wisdom,2017-02-21,Juvenile Nonfiction,Laura Ingalls Wilder
Cutting Edge Robotics,2005,Artifical Intelligence,Vedran Kordic| Aleksandar Lazinica| Munir Merdan
Subject Index of the Modern Books Acquired by the British Museum in the Years 1916-1920,1922,Best books,British Museum. Department of Printed Books
International Organization and Conference Series,1950,N/A,U.S. National Commission for UNESCO.| United States. Department of State
Negotiation and Statecraft: Ninety-fourth Congress, first session, pursuant to section 4, Senate Resolution 49, 94th Congress,with panel on the international freedom to write and publish, November 18, 1975,1973,Diplomatic negotiations in international disputes,United States. Congress. Senate. Committee on Government Operations. Permanent Subcommittee on Investigations
The Second Deadly Sin,2013-09-01,Fiction,Åsa Larsson
Head Over Heels,2016-02-25,N/A,Holly Smale
pt. 1 At Los Angeles, Calif., August 7, 1934. Hearings No. 73-Calif.-2. 25 p. pt. 2 At New York, N.Y., July 9 to 12, 1934. Hearings, No. 73-NY-7. 259 p. pt. 3 At New York City, N.Y., November 30, 1934, December 5, 1934. Hearings, No. 73-N.Y.-18. 43 p,1935,Germans,United States. Congress. House. Special Committee on Un-American Activities
Manual of Public Schools, Jefferson, Wis,1899,Education,Jefferson (Wis.). Board of Education
Roscoe's Digest of the Law of Evidence in Criminal Cases,1874,Evidence, Criminal,Henry Roscoe| Horace Smith
Shadow and Bone,2013-05-07,Juvenile Fiction,Leigh Bardugo
Salt Slow,2019-05-28,Fiction,Julia Armfield
Wizard of the Pigeons,2011-09-01,Fiction,Megan Lindholm
Annual Report,1883,N/A,Westborough (Mass.)
The Monthly Review,1798,Books,Ralph Griffiths| George Edward Griffiths
e-Maths Partner Book 2,2010-06-15,Education,Wayne T
Flintoff's Directory and Guide Book to Plymouth, Devonport, Stonehouse, and Their Vicinities,1844,Devonport (England),G. Flintoff
Granny's GIGGLES BOOK FIVE,2010-09-27,N/A,Rose Singhose
The Bookman,1894,Bibliography,N/A
The Boy from the Woods,2020-03-17,Fiction,Harlan Coben
Public Opinion,1873,Press,N/A
Taxi Wallah and Other Stories,2021,N/A,N/A
The Railroad Scenery of Pennsylvania. Illustrated. A Handbook for Tourists,1875,N/A,N/A
Runaway Widow,2022-02-17,N/A,Dilly Court
Social and Political Life-III,2012,India,N/A
The Christie Affair,2023-02-07,Fiction,Nina de Gramont
The Ambassador's Wife,1863,N/A,Catherine Grace Frances Gore
The Meaning of Relativity,1955,Relativity (Physics),Albert Einstein
New Mercantile Practical Bookkeeping,1908,Bookkeeping,Practical Text Book Co
Textbook of Anatomy Head, Neck, and Brain,2014-09-09,N/A,Vishram Singh
Ceylon Blue Book,1926,Sri Lanka,Ceylon. Registrar-General's Department
Report of the Board of Managers of the National Home for Disabled Volunteer Soldiers for the Fiscal Year Ended June 30, 1895,1896,N/A,N/A
Pulling Myself Together,2010,Biography & Autobiography,Denise Welch
The Chronicle,1878,N/A,N/A
Imperial Bible Dictionary,1887,N/A,Patrick Fairbairn
Rosie Revere, Engineer,2013,N/A,Andrea Beaty
In Cold Blood,2013-02-19,Fiction,Truman Capote
Giddha on My Gulmohar,2022-02-10,Fiction,Chetna Keer
The Congregationalist and Christian World,1907,Congregational churches,N/A
The Law Times Reports of Cases Decided in the House of Lords, the Privy Council, the Court of Appeal ... [new Series].,1897,Law reports, digests, etc,N/A
Demon,1999,N/A,Edwin Morgan
Bluey: Baby Race,2022-03-16,Juvenile Fiction,Bluey
Raybearer,2021-08-03,Young Adult Fiction,Jordan Ifueko
Last-Minute Bridesmaid (Mills & Boon Modern Tempted) (Girls Just Want to Have Fun, Book 2),2013-09-01,Fiction,Nina Harrington
The People's Year Book,1926,Cooperation,N/A
The China Christian Year Book,1911,Missions,Edwin Carlyle Lobenstein| Abbe Livingston Warnshuis| Frank Joseph Rawlinson| Henry Theodore Hodgkin
Before We Were Yours,2017-06-01,Fiction,Lisa Wingate
The Chinese Repository,1837,N/A,N/A
State of New York City Court of the City of Brooklyn,1866,N/A,N/A
Weekly Notes of Cases Decided by the High Court, N.-w. P,1891,Law reports, digests, etc,North-western Provinces, India. High Court of Judicature
Local Examinations,1884,N/A,University of Cambridge
Negotiation and Statecraft: Ninety-fourth Congress, first session, pursuant to section 4, Senate Resolution 49, 94th Congress,with panel on the international freedom to write and publish, November 18, 1975,1973,Diplomatic negotiations in international disputes,United States. Congress. Senate. Committee on Government Operations. Permanent Subcommittee on Investigations
We Were Never Here,2022-07-05,Fiction,Andrea Bartz
Guess how Much I Love You,2007,Juvenile Fiction,Sam McBratney
The Joy of Kotlin,2019-04-27,N/A,Pierre-Yves Saumont
The Holy Bible: Book of Job, Psalms, Proverbs, Ecclesiastes, and Song of Solomon,1876,Bible,N/A
Leopard's Scar,2023-01-11,Fiction,Christine Feehan
Internal Revenue Cumulative Bulletin,1992,Tax administration and procedure,United States. Internal Revenue Service
Tattooed Bodies,2023-02-04,Social Science,James Martell| Erik Larsen
First 100 Animals,2006-02-21,Juvenile Nonfiction,Roger Priddy
The Eyre Affair,2009-05-01,Fiction,Jasper Fforde
Where's Spot?,2020-05-14,Dogs,Eric Hill
The World Book Encyclopedia,1960,Encyclopedias and dictionaries,N/A
Dansk-norsk-engelsk Ordbog ved A. Larsen,1880,N/A,A. Larsen
The Saturday Review of Politics, Literature, Science and Art,1881,N/A,N/A
The Insider,2022-02,N/A,Nancy Woloch
Hop on Pop,2013-09-24,Juvenile Fiction,Dr. Seuss
The Hand-book to Paper-flower Making. Illustrated,1864,N/A,Mrs. John Haynes MINTORN
Smull's Legislative Hand Book,1878,Pennsylvania,N/A
Manual of Military Law,1940,Military law,Great Britain. War Office
John Martin's Book,1925,Children's literature,N/A
The Public Schools Year Book,1915,Education,N/A
Lords of the Deccan,2022,India, South,Anirudh Kanisetti
Angry River,1972,Rivers,Ruskin Bond
National Education,1957,Education,N/A
Red Book,1903,N/A,N/A
Davidson's Principles and Practice of Medicine E-Book,2013-12-06,Medical,Brian R. Walker| Nicki R Colledge
The Methuen Drama Book of Suffrage Plays,2013-01-31,Drama,Cicely Hamilton| Christopher St John| Beatrice Harraden| Evelyn Glover| H.V. Esmond| H.M. Paull| Harlow Phibbs| George Middleton
Fat Ollie's Book,2014-03-06,Fiction,Ed McBain
Mission Gamma: Book One,2002-10-02,Fiction,David R. George III
Morte Darthur Sir Thomas Maloryʼs Book of King Arthur and of His Noble Knights of the Round Table by Edward Strachey,1870,N/A,Thomas Malory
The Complete Book on Beekeeping and Honey Processing -2nd Revised Edition,2015-05-08,Bee culture,NPCS Board of Consultants & Engineers
Dictionary Catalogue of the Illinois State Library,1912,Catalogs, Dictionary,Illinois State Library
Fahrenheit 451,2025-04-24,Fiction,Ray Bradbury
General and Special Laws of the State of Texas,1969,Law,Texas
The Athenaeum,1913,N/A,N/A
Supplement to the Official Journal of the European Communities,1996-04-06,Gazettes,N/A
The Whole Brain Business Book, Second Edition: Unlocking the Power of Whole Brain Thinking in Organizations, Teams, and Individuals,2015-08-21,Business & Economics,Ned Herrmann| Ann Herrmann-Nehdi
A Hand-book of Agriculture,1914,Agriculture,N/A
California Blue Book,1963,California,California. Printing Division
The Going to Bed Book (Sound Book),2025-01-28,Juvenile Fiction,Sandra Boynton
The Accountant,1913,Accounting,N/A
The City of Joy,1986,Biography & Autobiography,Dominique Lapierre
Minutes of State Board of Education,1961-11,Education,California. State Board of Education
The American Printer,1917,Bookbinding,N/A
Communication for Business and the Professions,1983,Business & Economics,Malra Treece
Scribner's Magazine,1902,American periodicals,Edward Livermore Burlingame| Robert Bridges| Alfred Sheppard Dashiell| Harlan Logan
Hopkins Public Library, Hopkins, Minnesota,1962,Library surveys,Frederick Wezeman| Robert H. Rohlf
Communication for Business and the Professions,1983,Business & Economics,Malra Treece
Scribner's Magazine,1902,American periodicals,Edward Livermore Burlingame| Robert Bridges| Alfred Sheppard Dashiell| Harlan Logan
Hopkins Public Library, Hopkins, Minnesota,1962,Library surveys,Frederick Wezeman| Robert H. Rohlf
Plant Breeding Abstracts,1998,Plant breeding,N/A
Harper's,2010,Periodicals,N/A
Year Book,1926,Mathematics,National Council of Teachers of Mathematics
Bachelor Beast,2022,N/A,Grace Goodwin
Your Federal Income Tax for Individuals,2011,Income tax,N/A
Reports of the Minister of Education,1911,N/A,Ontario. Department of Education
Confederate Veteran,1911,Confederate States of America,N/A
The Parliamentary Debates (Hansard).,1999,Great Britain,Great Britain. Parliament. House of Lords
Georgia Education Journal,1928,Education,N/A
Texas Legislators News Digest,1974,Libraries,N/A
McGraw-Hill Education GMAT 2016, Cross-Platform Edition,2015-08-28,Study Aids,Sandra Luna McCune
Ethnographic Bibliography of North America,1975,Ethnology,George Peter Murdock| Timothy J. O'Leary
A Crown of Swords,1996,Fantasy fiction,Robert Jordan
Contract Record and Engineering Review,1912,N/A,N/A
Children's Museum News,1924,Natural history,Brooklyn Institute of Arts and Sciences. Children's Museum
History of Civilization in England,1878,Great Britain,Henry Thomas Buckle
SHADOW OF THE WIND,2024,N/A,CARLOS RUIZ. ZAFON
Gymraeg Yn Ysgolion Uwchradd Cymru,1983,Education,Great Britain. Welsh Office
Cultural Register,1960,N/A,United Arab Republic. Wizārat al-Thaqāfah
Education,1911,Education,N/A
Bucolica et Georgica,1916,N/A,Virgil
Sunset,1925,California,N/A
The World Almanac and Book of Facts 2004,2004,Reference,William A. McGreverand
The Encyclopedia Americana,1924,Encyclopedias and dictionaries,N/A
Business,1910,Accounting,N/A
SRA Open Court Reading,2002,Language arts (Elementary),N/A
Herald and Presbyter,1914,N/A,N/A
Annual Report of the University of Mysore,1973,Universities and colleges,University of Mysore
English Translations of Homer,1926,N/A,Douglas Bush
Jet,2002-10-21,N/A,N/A
Federal Reserve Bulletin,2001,Banks and banking,N/A
National Union Catalog,1956,Union catalogs,N/A
The Juvenile Instructor,1913,Mormon Church,N/A
Monthly Statistical Bulletin,1996,Pakistan,N/A
The 1988 Invitation to Submit for Adoption in California Basic Instructional Materials in English-language Arts,1987,English language,California. State Board of Education
International Journal of Dravidian Linguistics,1980,Dravidian languages,N/A
Humphreys V. Commissioner of Internal Revenue,1941,N/A,N/A
Introduction to Research,1959,Report writing,Walther G. Prausnitz| Armour H. Nelson
The Weekly Review,1920,N/A,N/A
Congressional Record,1980,Law,United States. Congress
Notes and Queries,1912,Electronic journals,N/A
Journal of the National Dental Association,1918,N/A,N/A
Dictionary Catalog of the Map Division,1971,Dictionary catalogs,New York Public Library. Map Division
Britannica Junior,1961,Children's encyclopedias and dictionaries,Harry S. Ashmore
Vanity Fair,1927,Dressmaking,N/A
State of Vermont Legislative Directory,1969,Legislators,Vermont. Legislative Council
Adventure,1920,Adventure stories,N/A
Royal Commission with Respect to Certain Matters Relating to Drugs,1978,Drug control,Royal Commission of Inquiry into Drug Trafficking
Index to Black Periodicals 1989,1992,Social Science,G. K. Hall and Co. Staff
Religious Education Survey Schedules,1924,Religious education,Walter Scott Athearn
Harper's Magazine,1921,American literature,N/A
Kenya Gazette,2011-02-25,N/A,N/A
Census of India, 1971: A. General population tables. A. suppl. Standard urban areas. B. (i)-(iii) General economic tables. C:(i)-(ii) Social and cultural tables. D. Migration tables,1973,Bihar (India),India. Office of the Registrar
International Text-Book Co. v. Marvin, 166 MICH 660 (1911),1911,N/A,N/A
Encyclopaedia Britannica,1962,Encyclopedias and dictionaries,Harry S. Ashmore
Press Summary - Illinois Information Service,1990,Illinois,Illinois Information Service
International Reference Work,1923,Encyclopedias and dictionaries,Bernhart Paul Holst
Publications Catalog,2008-07,Developing countries,World Bank
The OECD Observer,2008-03,Europe,N/A
The Literary Digest,1917,Literature,Edward Jewitt Wheeler| Isaac Kaufman Funk| William Seaver Woods| Arthur Stimson Draper| Wilfred John Funk
Minutes and Votes and Proceedings of the Parliament, with Papers Presented to Both Houses,1939,Western Australia,Western Australia. Parliament
The Spectator,1928,English literature,N/A
The Cyclopedia of American Biography,1918,America,James Edward Homans| Herbert M. Linen| L. E. Dearborn
Monthly Statistics of the Foreign Trade of India,1971-03,Exports,N/A
Gardeners' Chronicle of America,1917,Gardening,N/A
Encyclopædia Britannica: Edwa to Extract,1947,Encyclopedias and dictionaries,Walter Yust
New England Journal of Education,1918,Education,Thomas Williams Bicknell| Albert Edward Winship| Anson Wood Belding
Census of Indian Manufactures,1955,Manufactures,N/A
West Virginia Wild Life; Official Monthly Publication of the Wild Life League of West Virginia,1928,N/A,N/A
Administration Report,1973,Municipal government,Kerala (India). Dept. of Municipalities
The Musical Times & Singing-class Circular,1920,Music,N/A
The Outlook,1919,N/A,N/A
Report of the Chief Registrar of Friendly Societies for the Year ...,1966,Fraternal organizations,Registry of Friendly Societies (Great Britain)
